Train Loss,Valid Loss,Accuracy,Precision,Recall,F1 Score
0.6667703907654654,0.6018982779521208,0.7048076923076924,0.7290322580645161,0.6519230769230769,0.6883248730964467
0.6075938485979903,0.5599984258413315,0.7384615384615385,0.7167832167832168,0.7884615384615384,0.7509157509157509
0.5749462653200922,0.5263919115066529,0.7759615384615385,0.7379767827529021,0.8557692307692307,0.792520035618878
0.5429389242544918,0.48706248242121475,0.8259615384615384,0.7877758913412564,0.8923076923076924,0.8367899008115419
0.5007432435202677,0.45084847504129777,0.8298076923076924,0.8046181172291297,0.8711538461538462,0.8365650969529086
0.46220898422137574,0.4477210274109474,0.85,0.8297101449275363,0.8807692307692307,0.8544776119402985
0.42613113476075926,0.40177591167963467,0.8730769230769231,0.8403508771929824,0.9211538461538461,0.8788990825688073
0.3857668985814085,0.3894977842385952,0.8480769230769231,0.7854889589905363,0.9576923076923077,0.8630849220103987
0.3466081943293434,0.3573751707489674,0.8740384615384615,0.8382608695652174,0.926923076923077,0.8803652968036529
0.3201316424965466,0.3469126776433908,0.8884615384615384,0.8447098976109215,0.9519230769230769,0.895117540687161
0.2892038001874145,0.3342404152911443,0.8826923076923077,0.8305647840531561,0.9615384615384616,0.8912655971479501
0.2711333967622627,0.34754332980284325,0.8653846153846154,0.8015873015873016,0.9711538461538461,0.8782608695652174
0.2602587575348489,0.32037555936437384,0.8865384615384615,0.845360824742268,0.9461538461538461,0.8929219600725953
0.23671134369106375,0.330082931713416,0.8653846153846154,0.8156146179401993,0.9442307692307692,0.875222816399287
0.2262736111143287,0.2904718773296246,0.8894230769230769,0.8534031413612565,0.9403846153846154,0.8947849954254345
0.21096713404231485,0.3017473885646233,0.8894230769230769,0.8438030560271647,0.9557692307692308,0.8963029756537421
0.19100230960860343,0.291551790615687,0.8875,0.8341625207296849,0.9673076923076923,0.8958147818343722
0.19170103137075706,0.29585101773532535,0.8865384615384615,0.8477508650519031,0.9423076923076923,0.8925318761384335
0.1800254178443018,0.3374773800086517,0.8634615384615385,0.7953125,0.9788461538461538,0.8775862068965518
0.16703191319425334,0.3059166353769027,0.8826923076923077,0.8283828382838284,0.9653846153846154,0.8916518650088809
0.16642692587394614,0.28987043637495774,0.8826923076923077,0.8327759197324415,0.9576923076923077,0.8908765652951699
0.14240150712634939,0.3324475426799976,0.8596153846153847,0.7903726708074534,0.9788461538461538,0.8745704467353952
0.1487931115051852,0.2906865275536592,0.8798076923076923,0.820097244732577,0.9730769230769231,0.890061565523307
0.14259873547731325,0.2991662625509959,0.8769230769230769,0.8181818181818182,0.9692307692307692,0.8873239436619719
0.1339858265922831,0.29998200595951996,0.8798076923076923,0.8190630048465266,0.975,0.8902546093064091
0.12170697003602982,0.2856294260861782,0.8826923076923077,0.8273026315789473,0.9673076923076923,0.8918439716312057
0.13223882268145107,0.273553066715025,0.8875,0.8421052631578947,0.9538461538461539,0.8944995491433724
0.1236192814261539,0.26654822056969774,0.9009615384615385,0.8601036269430051,0.9576923076923077,0.9062784349408554
0.11735189108241402,0.28022600789196217,0.8894230769230769,0.8325123152709359,0.975,0.8981399468556245
0.11994639196475042,0.3211104188830807,0.8769230769230769,0.815112540192926,0.975,0.8879159369527145
0.10918567275871757,0.27894000532821966,0.8884615384615384,0.8366666666666667,0.9653846153846154,0.8964285714285715
0.10538965618211273,0.26767135716688173,0.9,0.8586206896551725,0.9576923076923077,0.9054545454545454
0.11324684484018387,0.3157218169850799,0.8798076923076923,0.8180354267310789,0.9769230769230769,0.8904469763365469
0.10678947350147265,0.316776937382439,0.875,0.8145161290322581,0.9711538461538461,0.8859649122807017
0.09428054402642663,0.29671637216726177,0.8817307692307692,0.8227642276422764,0.9730769230769231,0.8916299559471366
0.0936213008421509,0.29152988055004525,0.8846153846153846,0.8311258278145696,0.9653846153846154,0.8932384341637011
0.09419430884339414,0.2453328972753997,0.9096153846153846,0.8710801393728222,0.9615384615384616,0.9140767824497258
0.08835063021298821,0.2954358998686075,0.8884615384615384,0.8377926421404682,0.9634615384615385,0.8962432915921288
0.09628085298698832,0.27852853203478917,0.8894230769230769,0.8403361344537815,0.9615384615384616,0.8968609865470852
0.0944421952682354,0.24695880315624752,0.9028846153846154,0.8788426763110307,0.9346153846153846,0.9058713886300093
0.09309370189896989,0.24011451113395965,0.9096153846153846,0.8858695652173914,0.9403846153846154,0.9123134328358209
0.08689256980156466,0.28650612003671433,0.8951923076923077,0.8430717863105175,0.9711538461538461,0.902591599642538
0.0776003219829269,0.28452985034539147,0.8932692307692308,0.8460236886632826,0.9615384615384616,0.9000900090009001
0.09156667656121054,0.28455407335781135,0.885576923076923,0.8404074702886248,0.9519230769230769,0.8926961226330027
0.07121556431247263,0.2606512853302635,0.8990384615384616,0.8571428571428571,0.9576923076923077,0.9046321525885559
0.08444347548473352,0.279986803778089,0.8923076923076924,0.8469387755102041,0.9576923076923077,0.8989169675090253
0.08257652181134233,0.29506961608735416,0.8932692307692308,0.8448566610455311,0.9634615384615385,0.9002695417789758
0.07335381831720258,0.26316079202179726,0.8961538461538462,0.8444816053511706,0.9711538461538461,0.9033989266547406
0.07008035533727197,0.2719300918639279,0.8826923076923077,0.8361486486486487,0.9519230769230769,0.8902877697841727
0.07491856404916515,0.2801507859849013,0.8932692307692308,0.8402662229617305,0.9711538461538461,0.9009812667261374
0.0862359142270344,0.2618119242314536,0.9019230769230769,0.8813868613138686,0.9288461538461539,0.9044943820224719
0.08187021912534595,0.2807049661803131,0.8942307692307693,0.8451178451178452,0.9653846153846154,0.9012567324955116
0.07915350519177942,0.32010947609893403,0.8826923076923077,0.819935691318328,0.9807692307692307,0.8931698774080561
0.06408869487393962,0.257808502509187,0.8971153846153846,0.861646234676007,0.9461538461538461,0.9019248395967002
0.07261047404694947,0.27053114619249335,0.8971153846153846,0.8578856152512998,0.9519230769230769,0.902461257976299
0.06977914715069218,0.3001970065793452,0.8846153846153846,0.8344481605351171,0.9596153846153846,0.8926654740608229
0.059583403112348395,0.2639033621463638,0.8932692307692308,0.8460236886632826,0.9615384615384616,0.9000900090009001
0.07011463235180444,0.23874867542897565,0.9067307692307692,0.8810810810810811,0.9403846153846154,0.9097674418604651
0.06276493156676383,0.29288958102249757,0.8951923076923077,0.8465430016863407,0.9653846153846154,0.9020664869721473
0.06038721496317,0.3077517540194094,0.8903846153846153,0.8417508417508418,0.9615384615384616,0.8976660682226212
0.0583449131865402,0.2662633085050262,0.8923076923076924,0.8517241379310345,0.95,0.8981818181818182
0.06167638064469451,0.29419515797725093,0.8865384615384615,0.8327814569536424,0.9673076923076923,0.895017793594306
0.05791807982765964,0.3075453801689526,0.8884615384615384,0.8355481727574751,0.9673076923076923,0.8966131907308378
0.07277663895383919,0.24260374346676356,0.9096153846153846,0.8817204301075269,0.9461538461538461,0.9128014842300557
0.07012617512239076,0.2469948647901989,0.9067307692307692,0.8783542039355993,0.9442307692307692,0.9101019462465245
0.05678769644773049,0.29087279371630687,0.8932692307692308,0.848381601362862,0.9576923076923077,0.8997289972899729
0.06197233203365074,0.30475175438556246,0.8923076923076924,0.8481228668941979,0.9557692307692308,0.8987341772151899
0.0659298439633866,0.25282466863819325,0.9076923076923077,0.8840579710144928,0.9384615384615385,0.9104477611940298
0.06348881303382839,0.26856722444869,0.8932692307692308,0.8507718696397941,0.9538461538461539,0.899365367180417
0.05537050230015564,0.30030889961008844,0.885576923076923,0.8314049586776859,0.9673076923076923,0.8942222222222223
0.06267388322636992,0.2478953004295293,0.9096153846153846,0.8830935251798561,0.9442307692307692,0.912639405204461
0.060230345211199326,0.2862471373178638,0.8961538461538462,0.8491525423728814,0.9634615384615385,0.9027027027027027
0.052349178355113574,0.2760349332068402,0.9048076923076923,0.8610634648370498,0.9653846153846154,0.9102447869446962
0.05712714248759065,0.3017179020895408,0.8980769230769231,0.8544520547945206,0.9596153846153846,0.9039855072463768
0.06133162994096188,0.31639612157685826,0.885576923076923,0.8314049586776859,0.9673076923076923,0.8942222222222223
0.051985454656649895,0.2784968725405633,0.8971153846153846,0.8542024013722127,0.9576923076923077,0.9029918404351768
0.05182218667130987,0.31139550637811997,0.8942307692307693,0.840531561461794,0.9730769230769231,0.9019607843137255
0.0557249313111506,0.2588447007099883,0.8980769230769231,0.8670212765957447,0.9403846153846154,0.9022140221402214
0.05318845146766053,0.2927977699607324,0.8913461538461539,0.8397328881469115,0.9673076923076923,0.8990169794459338
0.053754171369082074,0.26289632205421537,0.9009615384615385,0.8626086956521739,0.9538461538461539,0.9059360730593607
0.04980906075210148,0.35339766915780135,0.8798076923076923,0.8243021346469622,0.9653846153846154,0.8892825509300266
0.05813151034889446,0.27466693142285714,0.9096153846153846,0.8803571428571428,0.948076923076923,0.912962962962963
0.05776408318257415,0.30552269597896015,0.8913461538461539,0.8420168067226891,0.9634615384615385,0.8986547085201794
0.057675959990931315,0.2655428587781409,0.9009615384615385,0.8626086956521739,0.9538461538461539,0.9059360730593607
0.06103407068287445,0.2779235870183374,0.9038461538461539,0.8595890410958904,0.9653846153846154,0.9094202898550725
0.05148876656325274,0.3076113729666059,0.8951923076923077,0.8442211055276382,0.9692307692307692,0.9024171888988362
0.04758493901300934,0.2982648270938975,0.9,0.8525423728813559,0.9673076923076923,0.9063063063063063
0.05239590906980729,0.312177877763931,0.8894230769230769,0.8369384359400999,0.9673076923076923,0.8974130240856378
0.05774335567016486,0.33166630839785705,0.8875,0.8287112561174551,0.9769230769230769,0.8967343336275375
0.051048520467889165,0.28304238429364675,0.8942307692307693,0.847457627118644,0.9615384615384616,0.9009009009009009
0.05851123347223157,0.259099427687649,0.9028846153846154,0.8669001751313485,0.9519230769230769,0.9074243813015582
0.06409187473404772,0.25924088399714,0.9057692307692308,0.8701754385964913,0.9538461538461539,0.9100917431192661
0.047947670114057955,0.30864594931033656,0.8865384615384615,0.8305921052631579,0.9711538461538461,0.8953900709219859
0.05362639718731961,0.3108302988022423,0.8990384615384616,0.8487394957983193,0.9711538461538461,0.905829596412556
0.05879642793874979,0.2586693339587118,0.9028846153846154,0.8630849220103987,0.9576923076923077,0.9079307201458523
0.04853474737464989,0.24390976715009086,0.9115384615384615,0.8848920863309353,0.9461538461538461,0.9144981412639405
0.05535873821854763,0.2780700479813207,0.8980769230769231,0.8581314878892734,0.9538461538461539,0.9034608378870674
0.04425881309005402,0.3961955131013663,0.8701923076923077,0.8021978021978022,0.9826923076923076,0.8833189282627485
0.04730173308963547,0.2641131361633038,0.9048076923076923,0.8834244080145719,0.9326923076923077,0.9073900841908326
0.045345021770095494,0.3453300653473259,0.8894230769230769,0.835820895522388,0.9692307692307692,0.8975957257346393
0.0480579003567974,0.2539089612985173,0.9125,0.8979591836734694,0.9307692307692308,0.9140698772426817
0.048030805521522994,0.3197948262686483,0.8903846153846153,0.8394648829431438,0.9653846153846154,0.8980322003577818
0.04730346833757492,0.29003466170890113,0.9009615384615385,0.8564102564102564,0.9634615384615385,0.9067873303167421
0.046520062814784595,0.2942727641023409,0.8990384615384616,0.8510998307952623,0.9673076923076923,0.9054905490549054
0.04887608935316344,0.25376443424835227,0.9125,0.879646017699115,0.9557692307692308,0.9161290322580645
0.04258519717651643,0.2899081693030894,0.9038461538461539,0.8658536585365854,0.9557692307692308,0.9085923217550275
0.04673374636376299,0.32159703948105184,0.8932692307692308,0.8425460636515912,0.9673076923076923,0.900626678603402
0.04411087395663196,0.3190651688617296,0.8932692307692308,0.8346972176759411,0.9807692307692307,0.9018567639257294
0.049627375969935196,0.29581356399441855,0.8951923076923077,0.8488964346349746,0.9615384615384616,0.9017132551848512
0.04913487817001305,0.27980551065053216,0.8990384615384616,0.855917667238422,0.9596153846153846,0.9048050770625566
0.05407136679730765,0.27302637538657737,0.9009615384615385,0.8638743455497382,0.9519230769230769,0.9057639524245197
0.048062382414926795,0.25935331262433187,0.9086538461538461,0.8856624319419237,0.9384615384615385,0.911297852474323
0.0439911872753209,0.2836573030656347,0.9019230769230769,0.8603448275862069,0.9596153846153846,0.9072727272727272
0.05028001311846981,0.2530898198413734,0.9076923076923077,0.8732394366197183,0.9538461538461539,0.9117647058823529
0.05181311887001944,0.2673108104867144,0.9038461538461539,0.8645833333333334,0.9576923076923077,0.9087591240875912
0.04240686713519039,0.294296464859508,0.8990384615384616,0.847571189279732,0.9730769230769231,0.9059982094897046
0.035055905961969294,0.29563913070149006,0.8990384615384616,0.8534923339011925,0.9634615384615385,0.9051490514905149
0.04753157272784123,0.2734513417996753,0.9067307692307692,0.8590831918505942,0.9730769230769231,0.9125338142470695
0.04529728358672803,0.2474878493714361,0.9153846153846154,0.8913043478260869,0.9461538461538461,0.917910447761194
0.047571397696506194,0.35153478036473434,0.8884615384615384,0.8289902280130294,0.9788461538461538,0.8977072310405644
0.04142327738415172,0.256782454765366,0.9173076923076923,0.8820422535211268,0.9634615384615385,0.9209558823529411
0.045511817945521144,0.28152797079752556,0.9009615384615385,0.8539898132427843,0.9673076923076923,0.9071235347159603
0.04101005700454177,0.25847574714302585,0.9134615384615384,0.8839285714285714,0.9519230769230769,0.9166666666666666
0.043649561114739076,0.27491588038571463,0.9115384615384615,0.870242214532872,0.9673076923076923,0.9162112932604736
0.05964465434208071,0.2555054151900829,0.9105769230769231,0.871304347826087,0.9634615384615385,0.915068493150685
0.043269333338138004,0.2840741941293415,0.9038461538461539,0.8571428571428571,0.9692307692307692,0.9097472924187726
0.04930583397274107,0.2685966075783094,0.9086538461538461,0.8801431127012522,0.9461538461538461,0.9119555143651529
0.04266888947935589,0.30255111370844623,0.9009615384615385,0.851602023608769,0.9711538461538461,0.9074573225516622
0.03859675226415662,0.30212665446630965,0.8961538461538462,0.847972972972973,0.9653846153846154,0.9028776978417267
0.04940860187731945,0.31354472058099836,0.8990384615384616,0.8452579034941764,0.9769230769230769,0.9063336306868867
0.03793607060858851,0.2826671815154931,0.9076923076923077,0.8680555555555556,0.9615384615384616,0.9124087591240876
0.04045926626328518,0.26666277278966916,0.9115384615384615,0.8767605633802817,0.9576923076923077,0.9154411764705882
0.04991283750700285,0.2736913316650316,0.9096153846153846,0.8723776223776224,0.9596153846153846,0.9139194139194139
0.04218578442233961,0.29343586736896005,0.9019230769230769,0.8530405405405406,0.9711538461538461,0.908273381294964
0.042378689737736966,0.24559955341705622,0.9125,0.8892921960072595,0.9423076923076923,0.9150326797385621
0.04670452586688003,0.2867060042810268,0.9,0.8537414965986394,0.9653846153846154,0.9061371841155235
0.04490611131014721,0.2850831818910172,0.9,0.8537414965986394,0.9653846153846154,0.9061371841155235
0.043776492326000026,0.25220810776898783,0.9086538461538461,0.881508078994614,0.9442307692307692,0.9117920148560817
0.04609969507163732,0.26835956088303087,0.9115384615384615,0.872822299651568,0.9634615384615385,0.9159049360146252
0.03539181756416415,0.2463315980329823,0.9182692307692307,0.8933092224231465,0.95,0.9207828518173345
0.041210541057576246,0.27560091327804215,0.9048076923076923,0.8623063683304647,0.9634615384615385,0.9100817438692098
0.03251288920404792,0.279684995007343,0.9163461538461538,0.8900900900900901,0.95,0.9190697674418604
0.03634068205312169,0.2990500884372383,0.9105769230769231,0.8612521150592216,0.9788461538461538,0.9162916291629163
0.05282904121206417,0.29280380296180597,0.9038461538461539,0.8620689655172413,0.9615384615384616,0.9090909090909091
0.05059135412111363,0.2785542132203073,0.9038461538461539,0.8710247349823321,0.948076923076923,0.9079189686924494
0.04133793030089559,0.2946592835369162,0.8990384615384616,0.8621291448516579,0.95,0.9039341262580055
0.04336827319589751,0.2520271265261377,0.9182692307692307,0.8918918918918919,0.9519230769230769,0.9209302325581395
0.036723303850883314,0.2765919633379851,0.9067307692307692,0.8665511265164645,0.9615384615384616,0.9115770282588879
0.04234897043659739,0.261328638654847,0.9153846153846154,0.8763066202090593,0.9673076923076923,0.9195612431444241
0.031001972183702733,0.31320144145373396,0.9048076923076923,0.853781512605042,0.9769230769230769,0.9112107623318386
0.04493679566759694,0.2647823256476281,0.9125,0.8783068783068783,0.9576923076923077,0.9162833486660533
0.038749637641741067,0.3206390241993806,0.8980769230769231,0.8404605263157895,0.9826923076923076,0.9060283687943262
0.03917900706674857,0.3017927308208667,0.9048076923076923,0.8598290598290599,0.9673076923076923,0.9104072398190045
0.0354335745333328,0.28983015704613463,0.9048076923076923,0.8673647469458988,0.9557692307692308,0.909423604757548
0.04571114626276571,0.28426262382059714,0.9067307692307692,0.8770053475935828,0.9461538461538461,0.910268270120259
0.035457771389032625,0.2810093766167903,0.9134615384615384,0.8812056737588653,0.9557692307692308,0.9169741697416974
0.043357557226350665,0.2894183824161211,0.9144230769230769,0.8787346221441125,0.9615384615384616,0.9182736455463728
0.04533653186302444,0.29248857455543026,0.9115384615384615,0.8862815884476535,0.9442307692307692,0.9143389199255121
0.03958425204683367,0.28075516370769876,0.9144230769230769,0.8760907504363001,0.9653846153846154,0.918572735590119
0.030340460374947274,0.259709766884603,0.9144230769230769,0.8911070780399274,0.9442307692307692,0.9169000933706816
0.03795608909296906,0.2652149844654979,0.9105769230769231,0.8765432098765432,0.9557692307692308,0.9144434222631095
0.037389631651860225,0.29430434684573603,0.9057692307692308,0.867595818815331,0.9576923076923077,0.9104204753199269
0.04163646441143166,0.2801975218646336,0.9105769230769231,0.8819320214669052,0.948076923076923,0.9138090824837812
0.034323189689232904,0.26487061269133566,0.9096153846153846,0.8830935251798561,0.9442307692307692,0.912639405204461
0.02937908377102244,0.32706284244150785,0.8951923076923077,0.8453781512605042,0.9673076923076923,0.9022421524663677
0.041062058409002254,0.3134803625629642,0.9057692307692308,0.8650519031141869,0.9615384615384616,0.9107468123861566
0.03789738746804393,0.3067337646131189,0.9,0.8525423728813559,0.9673076923076923,0.9063063063063063
0.02966466906064412,0.28421399789557866,0.9028846153846154,0.8605851979345955,0.9615384615384616,0.9082652134423251
0.039749182913933895,0.34053156819964686,0.8913461538461539,0.8408710217755444,0.9653846153846154,0.8988361683079678
0.03890171881602069,0.25587082197553873,0.9115384615384615,0.8905109489051095,0.9384615384615385,0.9138576779026217
0.029024710722125015,0.24031531135775508,0.9163461538461538,0.8929219600725953,0.9461538461538461,0.9187675070028011
0.03424177848711982,0.28251573073212055,0.9096153846153846,0.8710801393728222,0.9615384615384616,0.9140767824497258
0.04045494125817844,0.27232163780404683,0.9067307692307692,0.8743362831858407,0.95,0.9105990783410138
0.04299268838205773,0.31585893153141326,0.9019230769230769,0.856655290102389,0.9653846153846154,0.9077757685352622
0.041017043526638625,0.2691425875205403,0.9134615384615384,0.8771929824561403,0.9615384615384616,0.9174311926605505
0.045134049608463137,0.4079343018722004,0.8884615384615384,0.8268608414239482,0.9826923076923076,0.8980667838312829
0.034208889872193005,0.29036508444428016,0.9019230769230769,0.8615916955017301,0.9576923076923077,0.907103825136612
0.051044546873037805,0.29152130582996716,0.9067307692307692,0.8640275387263339,0.9653846153846154,0.9118982742960945
0.03314868255127855,0.3243298414149859,0.8971153846153846,0.8413223140495868,0.9788461538461538,0.9048888888888889
0.042698062782285225,0.2630540519849791,0.9134615384615384,0.8866906474820144,0.948076923076923,0.9163568773234201
0.034964137766282787,0.3157724131713621,0.9009615384615385,0.851602023608769,0.9711538461538461,0.9074573225516622
0.03455284872018445,0.28805900782597466,0.9048076923076923,0.8699472759226714,0.9519230769230769,0.9090909090909091
0.03648110923092019,0.24510289042552288,0.9173076923076923,0.8945454545454545,0.9461538461538461,0.9196261682242991
0.031224843855468306,0.26389786902850926,0.9173076923076923,0.8847517730496454,0.9596153846153846,0.9206642066420664
0.02559181854059065,0.2653974925946946,0.9144230769230769,0.8882882882882883,0.948076923076923,0.9172093023255814
0.03571166395801135,0.30995131698056444,0.9,0.8489932885906041,0.9730769230769231,0.9068100358422939
0.04095198482576079,0.29718253031516306,0.9086538461538461,0.8670120898100173,0.9653846153846154,0.913557779799818
0.02997201162462739,0.3078760847279157,0.8971153846153846,0.8517887563884157,0.9615384615384616,0.9033423667570009
0.035249515137564635,0.25791076100207505,0.9163461538461538,0.9016697588126159,0.9346153846153846,0.9178470254957507
0.0322994134729037,0.37174526250433143,0.8913461538461539,0.8341543513957307,0.9769230769230769,0.899911426040744
0.03424395689311152,0.25508879666986806,0.9086538461538461,0.8927911275415896,0.9288461538461539,0.9104618284637135
0.042510014391809896,0.2694533511530608,0.9057692307692308,0.867595818815331,0.9576923076923077,0.9104204753199269
0.03633965649566655,0.29744974998399043,0.9067307692307692,0.8665511265164645,0.9615384615384616,0.9115770282588879
0.04512678832454662,0.263965056089756,0.9096153846153846,0.8844765342960289,0.9423076923076923,0.9124767225325885
0.0319565177094406,0.29926198514429136,0.9009615384615385,0.8564102564102564,0.9634615384615385,0.9067873303167421
0.035473853942560404,0.2497761161852395,0.9173076923076923,0.8988970588235294,0.9403846153846154,0.9191729323308271
0.03256927246122307,0.2835319092067388,0.9105769230769231,0.864957264957265,0.9730769230769231,0.9158371040723982
0.035095658616848296,0.2610550078205191,0.9163461538461538,0.8872987477638641,0.9538461538461539,0.9193697868396663
0.031947229640010406,0.29151857852971613,0.9067307692307692,0.8640275387263339,0.9653846153846154,0.9118982742960945
0.030687562771561698,0.30418666335485445,0.9038461538461539,0.8620689655172413,0.9615384615384616,0.9090909090909091
